# round4.fanout_delta.tsv — comparative Bazel direct fanout, control vs round4 (PREREGISTRATION.md §7, §9)
# keyed on the logical identity layer: control_path -> current_path; identical numbers on a pure move
# cross_cell: dependent test targets whose §5 cell differs from the file's cell
# cross_cell_arch: the same, excluding the instrument's own //experiments/... test targets
# columns: control_path current_path movement control_cell ownership_cell control_declaring control_dependents control_tests control_cross_cell control_cross_cell_arch role_declaring role_dependents role_tests role_cross_cell role_cross_cell_arch delta_tests delta_cross_cell delta_cross_cell_arch
experiments/swe-explore-js-ts-scale/BUILD.bazel	experiments/swe-explore-js-ts-scale/BUILD.bazel	stable	research	research	0	0	0	0	0	0	0	0	0	0	0	0	0
src/Atlas.flix	src/Atlas.flix	stable	engine	engine	9	9	4	4	3	13	15	13	11	1	9	7	-2
src/Atlas/Signature.flix	src/Atlas/Signature.flix	stable	engine	engine	9	9	4	4	3	13	15	13	11	1	9	7	-2
src/Atlas/Signature/Summary.flix	src/Atlas/Signature/Summary.flix	stable	engine	engine	3	3	0	0	0	9	9	9	9	0	9	9	0
src/Atlas/Signature/Table.flix	src/Atlas/Signature/Table.flix	stable	engine	engine	12	12	6	6	5	19	19	16	15	4	10	9	-1
src/BUILD.bazel	src/BUILD.bazel	stable	other	other	0	0	0	0	0	0	0	0	0	0	0	0	0
src/Experiment.flix	src/Experiment.flix	stable	research	research	7	7	1	0	0	14	14	11	0	0	10	0	0
src/Localization.flix	src/Localization.flix	stable	applications	applications	1	1	1	1	1	1	1	1	0	0	0	-1	-1
src/Localization/IssueTable.flix	src/Localization/IssueTable.flix	stable	applications	applications	1	1	1	1	1	1	1	1	0	0	0	-1	-1
src/Localization/PredictionTable.flix	src/Localization/PredictionTable.flix	stable	applications	applications	1	1	1	1	1	1	1	1	0	0	0	-1	-1
src/Localization/PriorTable.flix	src/Localization/PriorTable.flix	stable	applications	applications	1	1	1	1	1	1	1	1	0	0	0	-1	-1
src/Localization/Sandwich.flix	src/Localization/Sandwich.flix	stable	applications	applications	1	1	1	1	1	1	1	1	0	0	0	-1	-1
src/Population.flix	src/Population.flix	stable	applications	applications	2	2	1	1	1	2	2	1	0	0	0	-1	-1
src/Population/Table.flix	src/Population/Table.flix	stable	applications	applications	12	12	6	6	5	19	19	16	14	3	10	8	-2
src/Radii.flix	src/Radii.flix	stable	engine	engine	10	10	5	5	4	13	16	14	11	1	9	6	-3
src/Radii/Evaluate.flix	src/Radii/Evaluate.flix	stable	engine	engine	1	1	1	1	1	1	4	4	1	1	3	0	0
src/Radii/Synthesize.flix	src/Radii/Synthesize.flix	stable	engine	engine	1	1	1	1	1	1	4	4	1	1	3	0	0
src/Repository.flix	src/Repository.flix	stable	world	world	15	15	9	9	8	16	22	19	15	4	10	6	-4
src/Repository/Acquire.flix	src/Repository/Acquire.flix	stable	world	world	2	2	1	1	1	3	3	2	1	0	1	0	-1
src/Repository/Grit.flix	src/Repository/Grit.flix	stable	world	world	14	14	8	8	7	15	21	18	14	3	10	6	-4
src/Repository/Physical.flix	src/Repository/Physical.flix	stable	engine	engine	10	10	5	5	4	13	16	14	11	1	9	6	-3
src/Repository/Reference.flix	src/Repository/Reference.flix	stable	world	world	1	1	1	1	1	1	1	1	1	1	0	0	0
src/Repository/Structure.flix	src/Repository/Structure.flix	stable	world	world	15	15	9	9	8	15	16	19	15	4	10	6	-4
src/Repository/Table.flix	src/Repository/Table.flix	stable	world	world	12	12	6	6	5	19	19	16	15	4	10	9	-1
src/ScientificIdentity.flix	src/ScientificIdentity.flix	stable	kernel	kernel	12	12	6	6	5	15	19	16	15	4	10	9	-1
src/ScientificTable.flix	src/ScientificTable.flix	stable	kernel	kernel	12	12	6	6	5	15	19	16	15	4	10	9	-1
src/ScientificTable/Columns.flix	src/ScientificTable/Columns.flix	stable	kernel	kernel	12	12	6	6	5	15	19	16	15	4	10	9	-1
src/grit/BUILD.bazel	src/grit/BUILD.bazel	stable	world	world	0	0	0	0	0	0	0	0	0	0	0	0	0
src/native/grit/AttuneGrit.java	src/native/grit/AttuneGrit.java	stable	world	world	1	3	2	1	1	1	4	3	1	0	1	0	-1
src/native/grit/AttuneGritNative.java	src/native/grit/AttuneGritNative.java	stable	world	world	1	3	2	1	1	1	4	3	1	0	1	0	-1
src/native/grit/AttuneGritTest.java	src/native/grit/AttuneGritTest.java	stable	world	world	1	1	1	0	0	1	1	1	0	0	0	0	0
src/native/grit/BUILD.bazel	src/native/grit/BUILD.bazel	stable	world	world	0	0	0	0	0	0	0	0	0	0	0	0	0
src/native/identity/AttuneIdentity.java	src/native/identity/AttuneIdentity.java	stable	kernel	kernel	1	13	7	6	5	1	20	17	15	4	10	9	-1
src/native/identity/AttuneIdentityTest.java	src/native/identity/AttuneIdentityTest.java	stable	kernel	kernel	1	1	1	0	0	1	1	1	0	0	0	0	0
src/native/identity/BUILD.bazel	src/native/identity/BUILD.bazel	stable	kernel	kernel	0	0	0	0	0	0	0	0	0	0	0	0	0
src/native/inference/AttuneDecision.java	src/native/inference/AttuneDecision.java	stable	applications	applications	1	2	2	1	1	1	2	2	0	0	0	-1	-1
src/native/inference/AttuneEmbed.java	src/native/inference/AttuneEmbed.java	stable	applications	applications	1	2	2	1	1	1	2	2	0	0	0	-1	-1
src/native/inference/AttuneInferenceTest.java	src/native/inference/AttuneInferenceTest.java	stable	applications	applications	1	1	1	0	0	1	1	1	0	0	0	0	0
src/native/inference/BUILD.bazel	src/native/inference/BUILD.bazel	stable	applications	applications	0	0	0	0	0	0	0	0	0	0	0	0	0
src/native/inference/OpenRouter.java	src/native/inference/OpenRouter.java	stable	applications	applications	1	2	2	1	1	1	2	2	0	0	0	-1	-1
src/native/parquet/AttuneParquet.java	src/native/parquet/AttuneParquet.java	stable	kernel	kernel	1	13	7	6	5	1	20	17	15	4	10	9	-1
src/native/parquet/AttuneParquetTest.java	src/native/parquet/AttuneParquetTest.java	stable	kernel	kernel	1	1	1	0	0	1	1	1	0	0	0	0	0
src/native/parquet/BUILD.bazel	src/native/parquet/BUILD.bazel	stable	kernel	kernel	0	0	0	0	0	0	0	0	0	0	0	0	0
test/BUILD.bazel	test/BUILD.bazel	modified	law	law	0	0	0	0	0	0	0	0	0	0	0	0	0
test/ParityTest.flix	test/Engine/ParityTest.flix	moved	law	engine	1	1	1	0	0	1	1	1	0	0	0	0	0
# rows=81 control_tests=144 role_tests=362 control_cross_cell=108 role_cross_cell=243 control_cross_cell_arch=92 role_cross_cell_arch=59 cross_cell_arch_reduced=27 increased=2 equal=52
